title;genres;keywords;popularity;average_vote;num_votes
Angels & Demons;thriller, mystery;rome, vatican, based on novel, symbolism, christian, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern;22.211558;6.5;2183.0
Django the Bastard;action, thriller, western;revenge, spaghetti western, django, ghost;0.8264870000000001;4.4;7.0
The Man from Monterey;action, western;cavalry officer;0.43004499999999996;5.3;4.0
Daylight Robbery;crime, drama, action, thriller;germany, world cup;1.06057;5.3;13.0
Scorpio;action, adventure, drama, thriller;suspense, tragic hero, mercedes, palmenhaus schönbrunn vienna;2.265786;6.0;19.0
Balls Out: The Gary Houseman Story;comedy;male nudity, tennis racket, tennis, underwear, owl, dress, undressing, tennis ball, escort girl, lincoln nebraska;3.0558;5.4;36.0
Outrage;documentary;independent film;0.8078489999999999;7.4;7.0
More Dead Than Alive;western, action;gunfighter, haunted by the past;1.216183;5.9;6.0
Powder Blue;drama;coffin, cocaine, nudity, rose, strip club, male with long hair, politically incorrect, hospital, lap dance, church, ex priest, christmas eve, mortician, exotic dancer, kite flying, freezing to death, riding a bus, anxiety attack, child on life support, man wearing a wig, extreme closeup;5.428408999999999;6.3;69.0
Fanboys;adventure, comedy;fan, road trip, fan culture, rivalry, science fiction, urination, buddy, cameo, film fan, space opera, fandom;5.785775;6.1;320.0
Folks!;comedy;senility;3.9688529999999997;6.1;10.0
Live!;thriller;telecaster, ball, tv ratings, russian roulette, television producer, performance artist, live;12.376901;5.7;48.0
The Merry Gentleman;drama, action;detective, assassin, jacket, coat;5.378154;6.8;10.0
Incendiary;drama, thriller, romance;london england, bomb, sex, adultery, terrorist, beach, camping, nudity, delusion, revenge, grief, attack, religion, reporter, soccer, guilt, woman director;4.2798169999999995;5.3;55.0
Love Songs;drama, romance;paris, gay, cigarette, musical, song, sister, love, death;5.0549669999999995;7.0;61.0
Management;comedy, drama, romance;motel, longing, marriage, pregnancy;12.459106;5.5;102.0
Terminator Salvation;action, science fiction, thriller;saving the world, artificial intelligence, prophecy, san francisco, cyborg, killer robot, gas station, post-apocalyptic, dystopia, army, firearm, wartime, los angeles;16.507496;5.9;2496.0
Night at the Museum: Battle of the Smithsonian;adventure, fantasy, action, comedy, family;museum, theodore roosevelt, duringcreditsstinger, amelia earhart, smithsonian;15.417181;5.9;2026.0
Ghosts of Cité Soleil;documentary, foreign;haiti, documentary;0.106679;5.0;1.0
How to Cook Your Life;documentary, foreign;buddhism, austria, cook, cooking, zen, cookery course, woman director;0.09172899999999999;5.0;1.0
Were The World Mine;music, romance;gay, shakespeare, homophobia, musical, high school, independent film, gay relationship, lgbt child, lgbt;1.8824459999999998;6.1;25.0
Every Little Step;documentary, music;competition, new jersey, documentary, dance contest, chorus line, audition, casting director, choreographer, dance class, leotard, broadway musical;0.36751999999999996;5.8;5.0
Lesbian Vampire Killers;horror, comedy;female nudity, horror, dark comedy, female homosexuality, female vampire;6.52808;5.3;126.0
The Brothers Bloom;adventure, comedy, drama, romance;con man, estafa;7.973126;6.8;206.0
Man in the Saddle;western;rancher, gunman, the end, windy;0.47630600000000006;5.6;4.0
Montana;western, action, adventure, romance;montana, sheep, conflict, ranchers, cattle;0.579823;4.8;2.0
Vincere;drama, history;biography;2.957936;6.4;29.0
Our Folks;comedy, foreign;neighbor, conflict;0.92235;7.6;16.0
Paisan;history, drama, war;rome, sicily, naples, florence;3.080515;7.6;44.0
Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles;drama, foreign;independent film, woman director;2.160001;7.3;31.0
Shall We Kiss?;drama, comedy, romance;paris, prostitute, love at first sight, lovesickness, hotel room, bar, cheating, pharmacist, love of one's life, seduction, longing, gathering, conversation, kiss, classical music, tenderness, make a match, secret love, teacher, extramarital affair, unhappiness;1.220424;6.6;15.0
Hi Diddle Diddle;comedy, romance;musical, animated sequence, screwball comedy;0.11351800000000001;8.3;3.0
The Man With Bogart's Face;comedy, thriller;plastic surgery, hollywood;0.627655;6.0;2.0
The Monster;comedy, horror, science fiction;silent film;0.09386;6.0;1.0
Chop Shop;drama;independent film;1.479651;7.2;23.0
Caliber 9;action, crime;blackmail, police, organized crime, gunfight, gangster, brutality;3.8550150000000003;7.5;26.0
Suzanne's Career;romance;friends;1.486399;5.4;9.0
The Soloist;drama;newspaper, cello, musical, violin, los angeles;11.328316000000001;6.6;237.0
The Last House on the Left;crime, thriller, horror, drama;rape, white trash, revenge, murder, dysfunctional family, swimmer, family;13.634766;6.2;449.0
Neon Genesis Evangelion: Death and Rebirth;mystery, animation, science fiction, action;surrealism, mecha, giant robot, piloted robot;2.5454369999999997;7.4;54.0
Drag Me to Hell;horror, thriller;gypsy, work, gore, curse, psychologist, psychic, evil, loan officer, obituary, engagement ring;15.809588;6.2;995.0
Up;animation, comedy, family, adventure;age difference, central and south america, balloon, animation, floating in the air, duringcreditsstinger, exploring;19.330884;7.8;7048.0
Late Autumn;drama;literature;1.457156;7.7;15.0
Fullmetal Alchemist the Movie: Conqueror of Shamballa;action, adventure, animation, drama;tornado, based on manga, alchemy, weimar germany, alchemist, anime;9.515414999999999;7.0;74.0
Dance Flick;action, comedy, music;rap music, hip-hop;9.389891;4.7;73.0
Summer Hours;comedy, drama;brother sister relationship, summer, family;3.937956;6.8;34.0
Show People;comedy, romance;show business, comedian, slapstick, movie studio, hollywood, filmmaking, silent film, actress, falseness, grandiose  behavior;1.158975;6.8;8.0
Female;drama, romance;factory, pre-code, working women;0.727147;6.2;6.0
Firecreek;western;sheriff, sociopath;9.443289;5.5;16.0
OSS 117: Lost in Rio;crime, action, comedy, adventure;hippie, secret agent;8.637416;7.0;306.0
The Flame of New Orleans;comedy, romance;new orleans;1.034282;4.8;4.0
Flash Gordon: Trip to Mars;adventure, science fiction, action;spacecraft, alien, movie serial;0.933309;4.3;2.0
Personal Effects;drama;cemetery, dying and death, autopsy;7.872864999999999;5.8;37.0
Fired Up!;comedy;cheerleading, aftercreditsstinger, duringcreditsstinger;6.312206;6.0;194.0
Trojan War;comedy;alcohol, sex, robbery, condom, party, love, gang, teenager, girl;1.156854;5.4;25.0
The War Game;science fiction, drama, war, documentary, tv movie;docudrama;1.761241;7.8;32.0
Without a Paddle: Nature's Calling;action, adventure, comedy;squirrel, mountain, camping, rafting, independent film;2.390543;5.1;18.0
In the Electric Mist;thriller, drama, crime, mystery;detective inspector, bayou, series of murders, confederate soldier, dave robicheaux;6.666455;6.0;112.0
The Hangover;comedy;underwear, tiger, stag night, hangover, lost weekend, bag over head, chapel, hit with tire iron, memory loss, las vegas, duringcreditsstinger, elevator;23.947351;7.2;6324.0
Killshot;crime, drama, thriller;hitman, thriller, criminal;4.475472;5.9;80.0
Antichrist;drama, horror, thriller;sex, symbolism, nudity, therapist, suffering, masochism, cabin, marriage, god, woods, psychological thriller, torture, fear, cruelty, violence, nature, guilt, occult, grieving, minimal cast, motherhood;7.769607000000001;6.4;687.0
Don;action, adventure, comedy, crime, foreign, thriller;undercover cop, look-alike;0.734834;6.0;18.0
Sweeney Todd;drama, horror, thriller, music;tv movie, barber;3.996675;6.3;39.0
Pete Kelly's Blues;drama, action, music;jazz, jazz band;0.874713;6.4;5.0
Jimmy and Judy;action, crime, drama, thriller;police, revenge, independent film, video camera, on the run;1.9939;5.4;8.0
A Song Is Born;action, comedy;musical;1.266629;6.4;10.0
Billu;comedy, drama;barbershop, actors, remake of malayalam film;1.355305;6.5;27.0
Many Rivers to Cross;action, comedy, western;trapper;0.215725;6.0;2.0
Boy Eats Girl;fantasy, comedy, horror;zombie;4.912303;5.4;19.0
The Wing or the Thigh;comedy;circus, double life, restaurant, fast food restaurant, planned murder, clown, tv station, talk show, false identity, restaurant guide, restaurant critic, todfeind, tv duel, loss of taste, kitchen, escape, torture;6.218351;6.8;115.0
Perched on a Tree;comedy;wife husband relationship, tree, auto, canyon, hitchhike;1.219877;5.0;21.0
Marius and Jeannette;drama, romance, foreign;comedy;0.454392;5.9;7.0
Ernest Rides Again;comedy, family;cannon, slapstick, crown jewels;0.386295;4.5;4.0
Blind Husbands;romance, drama;mountain, rescue, mountain climbing, philanderer;0.11030799999999999;6.0;3.0
Before The Rains;drama, romance;india, period drama, extramarital affair, 1930s;0.9646879999999999;5.0;3.0
Special;drama, fantasy, science fiction;hallucination, superhero, independent film;2.0033090000000002;6.6;32.0
New in Town;comedy;minnesota, small town, economy, plant, vegetarian, love, rural setting, labor, manufacturing, middle america, rube, ice fishing;12.357072;5.2;99.0
The Merry Widow;comedy;woman director;5.1886410000000005;4.9;19.0
Salaam Namaste;drama, comedy, romance;bollywood;1.557528;5.7;21.0
Dead Snow;horror, comedy;norway, undead, zombie, wintry;7.9747259999999995;6.1;313.0
Land of the Lost;adventure, comedy, science fiction;alien life-form, dinosaur, primate, duringcreditsstinger;7.642063;5.4;387.0
The Clique;comedy, drama, family;group of friends;1.841563;5.2;35.0
Fatso;comedy, drama;shower, blind date, beer, vomit, sexual fantasy, car;1.4438540000000002;5.1;17.0
A Free Soul;crime, drama, romance;murder, alcoholic;0.674208;4.7;3.0
Momma's Man;drama;independent film;0.504158;6.5;2.0
The Taking of Pelham 1 2 3;thriller, drama, crime;hostage, motorcycle crash, new york city, new york subway, subway train, stock market, subway tunnel, aftercreditsstinger;15.099110000000001;6.2;971.0
Hana and Alice;drama, comedy, romance;train station, amnesia, high school, crush, best friend;1.906696;6.9;25.0
Flame & Citron;crime, drama, history, war;assassin, copenhagen, resistance, repayment, world war ii, traitor, double agent, moral conflict, independent film, crime, gestapo, dishonesty;3.46355;6.8;68.0
Fade to Black;drama, thriller, mystery;film making, historical figure, orson welles;1.11251;5.0;4.0
In Therapy;comedy, drama, foreign, romance;brazilian, romance;0.359685;5.6;7.0
Jekyll + Hyde;horror, thriller;ecstasy;0.627559;4.8;9.0
Went the Day Well?;thriller, war;world war ii, village, british;1.923558;7.1;11.0
Zulu Dawn;adventure, drama, history, war;fight, victory, battlefield, battle, violence, death, colonialism, spear throwing, surrounded, standoff, mortar, zulu, tribal warfare, army life;2.2715549999999998;5.6;35.0
Spiritual Kung Fu;action;martial arts, temple, training, shaolin;1.502234;6.3;11.0
Big Man Japan;action, animation, comedy, foreign;giant cockroach, giant spider, giant snake, giant lizard, riesen käfer, riesen insekten, giant bird, riesenmonster, superhero;1.411851;5.3;23.0
Wrestling Ernest Hemingway;drama;park, woman director, barber, septuagenarian;1.0901399999999999;5.7;7.0
Cargo;drama, thriller;drug smuggle, chase, smuggling, independent film, stealing;1.598814;4.7;12.0
The Hitman;action, crime, thriller;martial arts, paranoia, hitman, revenge, independent film, mafia, undercover cop, one man army, gangster, canuxploitation;5.46508;5.3;26.0
Goodbye Again;drama, romance;paris, older woman younger man relationship;1.390181;4.6;7.0
The Stoning of Soraya M.;crime, drama;adultery, persia, death penalty, sadism, double moral standard, stoning, village, cowardice, rural setting, iran, car, religious fundamentalism;3.6946239999999997;8.0;63.0
The Proposal;comedy, romance, drama;fictitious marriage, deportation, immigration law, romantic comedy, alaska, naked scene, co-worker, humiliation, book editor, fake boyfriend, duringcreditsstinger, woman director, pretend relationship;8.058337;6.7;1858.0
The Crawling Hand;horror, science fiction;astronaut, violence;0.405798;2.4;7.0
Dillinger;action, crime, drama;prison, chicago, prostitute, bank robber, biography, historical figure, based on true story, murder, jail, independent film, gang, mobster, gunfight, gangster, violence, true crime, dillinger, tommy gun, machine gun, prison break;8.005804;6.7;23.0
Home from the Hill;drama, romance;brother brother relationship, captain, family secrets, womanizer, hunting;0.8934479999999999;3.8;8.0
Small Town Gay Bar;documentary;gay, southern usa, homophobia, rural setting;0.8763799999999999;5.7;7.0
Year One;comedy, adventure;temple, slavery, stone age, circumcision, hebrews, cavemen, prehistoric adventure, duringcreditsstinger, prehistoric times, prehistoric man;10.087636999999999;4.6;538.0
O'Horten;drama, comedy;train, train conductor;0.870359;6.1;14.0
5 Against the House;drama, action, thriller;casino, heist;1.0942610000000002;5.3;6.0
Three on a Couch;comedy, romance;patient, psychiatrist;1.821423;5.0;4.0
Promise Me This;romance, drama, comedy;belgrad;1.247433;6.4;17.0
Mindwarp;horror, science fiction, thriller;rebel, utopia, machete, post-apocalyptic, virtual reality, wasteland, cannibal, slave, parasite, meat hook, post nuclear, manslaughter, cannibal cult;3.8399360000000002;5.5;20.0
The Land That Time Forgot;adventure, fantasy, science fiction;island, dinosaur, u boat, edgar rice burroughs;2.343888;5.7;37.0
Tyson;documentary, drama;sport;2.558751;6.6;30.0
Primary;documentary;usa president, staging, presidential election, media, election campaign, democracy;0.380635;7.0;6.0
Angels of the Universe;drama;schizophrenia, suicide, mentally disabled, based on novel;1.687025;6.9;11.0
The Alibi;romance, comedy, drama;alibi, con man, suspect, murder, business, crime, mormon, unfaithful;1.931397;5.7;30.0
Garfield's Pet Force;animation, comedy, family;cartoon, surrealism, dog, garfield;4.816294;5.7;20.0
The Hurt Locker;drama, thriller, war;sniper, explosive, loyalty, u.s. army, iraq, car bomb, suspense, tension, iraq war, desert, bomb squad, body armor, woman director, army sergeant;9.403724;7.2;1881.0
The Executioner;comedy, drama;spain, mallorca, death penalty, dying and death, retirement, hangman, executioner, undertaker, wedding, death, grave digger;1.351875;7.5;18.0
Anna Lucasta;drama;prostitute, based on play or musical;0.205285;5.0;2.0
Breakfast with Scot;comedy, drama;gay, based on novel, independent film, in the closet, parenting, lgbt, sportscaster, legal guardian;2.214344;5.9;13.0
